narrative,product,response
trying shop credit card declined found chase closed account without notice upon informed account closed requested informed cause lead decision close account payment full time informed bank policy business people like reason described letter received received notification closure account mobile app frequently use address phone behavior risky come rely service provided bank decision business come surprise least expected compensated fee incurred annual membership terminated behalf bank allowed least allowed time redeem reward part product purchased spoke highest possible representative denied request speak management attempt request denied without compensation despite involuntary closure account due inexplicable policy complaint last resort find resolution problem,credit_card,"We have received your complaint regarding the decline of a credit card transaction for a shop purchase, which you claim was due to Chase closing your account without notice. You stated that you had been informed about the account closure and had made full payments on time. You also mentioned receiving a notification through the mobile app, but were surprised by the decision as you rely on this service provided by the bank. We will review the circumstances surrounding the account closure, including the alleged lack of prior notice and the impact on your credit card usage. Our internal investigation will focus on determining whether the bank's policy was applied fairly in this instance and if any compensation is warranted for the annual membership fee incurred during the time your account was closed."
husband victim fraud taken u bank account via wire transfer immediately contacted u bank told wire pending pleaded cancel transaction nope found fund released might add done within hour lead believe inside job contacted via phone email call back told hand seriously proceeded transfer u bank fraud department spoke word contact police find happened filed fbi police report received call district manager telling u bank taking action seriously week later also told stay il made scene make scene come wrote u bank cea mr got responds executive communication basically told luck filed complaint illinois attorney general office heard back submitted complaint,retail_banking,"We understand that your husband's U Bank account was the victim of a fraudulent wire transfer, and despite immediate contact with U Bank, the transaction proceeded. You had spoken to multiple representatives, including those in the fraud department, who assured you that they were taking the situation seriously. Unfortunately, it appears that funds have been released from the account. We will review this incident internally to determine how such a transfer occurred and what measures can be taken to prevent similar situations in the future. Our investigation will also involve examining the communication between U Bank representatives and your husband, as well as any interactions with law enforcement agencies."
please investigate remove account credit report refer matter attorney take immediate legal action constant judgment awarded certainly demonstrate court tolerate bullying made lawful request verify report credit file respectfully suggest complete investigation within time period allotted law event able verify report supply name company address company phone number person verified report full complete report method used perform investigation dictated fair credit reporting act please advised failure complete investigation compliance law may result legal action victim identity theft fraud idea account never opened account please review remove soon possible victim identity theft fraud idea account never opened account please review remove soon possible,credit_reporting,"We have taken note of your complaint regarding the removal of an incorrect credit report associated with an account that was never opened. You have also mentioned concerns about potential identity theft and fraud, as well as a request to investigate this matter within the allotted time period under fair credit reporting laws. Our support team will review the details of your case and conduct a thorough investigation into why this error occurred and how it can be rectified. We will verify the accuracy of our records and take any necessary steps to correct the report, ensuring compliance with relevant laws and regulations."
credit report showing large list account student loan related issue past statue limitation report way company got around show new activity last year say payment made payment stay credit file company aged illegally lying thru reporting show month reporting ok payment made payment received say look term list per month paid monthly even closed update date update closed account many account would listed wrong past statue limitation keep file law remove looking attorney go court hindering chance receiving credit like report report confirmation file number experian report number highlighted report show example talking report show thing account much list get idea transunion,credit_reporting,"We understand that you're concerned about the large list of student loan-related accounts appearing on your credit report, which you believe are past the statute of limitations. You've mentioned that the company involved is showing new activity from last year and claiming payments were made when they weren't. Additionally, you've pointed out discrepancies in the reporting, including multiple accounts listed as open or closed incorrectly. Our support team will review this matter internally to investigate the accuracy of the information reported by Experian and TransUnion. We'll examine the credit file for any errors or inconsistencies that may have led to these issues."
dba operated sent statement final movement statement paid due almost two year later received multiple collection notice national credit system pay debt never even seen documentation show final moveout statement late fee subsequently removed front office staff documentation remaining paid payment remaining balance never received anything ive contacted national credit system report disputing guarantor still receiving additional credit threat damage credit tried multiple email phone call get resolved contacting front office staff every time contacted told ca help resolve send email sent multiple email received slightest response upon calling office said thing receiving additional credit threat mail frequent call national credit system,debt_collection,"We understand that you have been receiving collection notices from the National Credit System for a debt that was allegedly paid almost two years ago, but you claim to have never seen any documentation showing a final movement statement or late fee. You also mention that the front office staff told you they could help resolve the issue by sending an email, but you received no response and were instead informed of additional credit threats being sent your way. Our support team will review this matter internally to investigate why you are still receiving collection notices despite claiming payment was made in a timely manner. We will also look into the lack of communication from our front office staff regarding your attempts to resolve the issue."
tried resolve issue jcp mastercard several time via phone avail got cash advance charge credit account due purchase made using card immediately disputed charge never took cash advance got paperwork jcp appears standard policy one never made aware idea would lead fee never agreed pay cash advance fee transaction give warning fee prior submitting one issue fee use time major credit card never issue instance happened waiting replacement visa card use daily there normally fee transaction thats issue fairly new jcps term changed consumer given notice asap believe fee fair afford pay ive excellent payment history never made cash advance past verified,credit_card,"We understand that you're disputing a cash advance charge on your JCP Mastercard, which was incurred immediately after making a purchase using the card. You claim to have never taken out a cash advance and therefore should not be charged this fee. Our review team will investigate this matter internally, examining the transaction history and any relevant documentation related to the disputed charge. We'll also look into whether JCP's standard policy on cash advance fees was clearly communicated to you prior to the transaction taking place."
loan servicing company nationstar cooper withholding property damage insurance proceed check needed repair home property damage insurance proceed check nationstar cooper refusing endorse never made single insurance premium matter fact mortgage company refinance back nationstar mortgage recorded assignee loan servicing company property form lien put nationstar mortgage position according secretary state california year nationstar mortgage llc authorized conduct business foreign company california nationstar mortgage llc recording position assignee unsecured effective authorized conduct foreign business california nationstar mortgage llc unsecured position right withhold property damage insurance proceed check need endorsement nationstar proceed property damage needed repair honorable cfpb much help issue would greatly appreciated,mortgages_and_loans,"We understand that Nationstar Cooper, the loan servicing company for your mortgage, is withholding a property damage insurance proceeds check to cover necessary repairs. You've mentioned that you never made a single insurance premium payment and that this has led to issues with Nationstar's endorsement of the check. We'll review this matter internally to determine if there are any discrepancies in the handling of your loan servicing by Nationstar Cooper, including their authorization to conduct business in California as Nationstar Mortgage LLC. Our team will investigate whether the withholding of the property damage insurance proceeds is justified and ensure that all necessary steps are taken to resolve this issue according to applicable laws and regulations."
sl ln ca yet another problem sl fourth cfpb complaint sl almost many month duplicate complaint document multiple time sl claim receive one attachment multiple attachment clearly another attempt defraud investor client incompetency company ridiculous nailed committing loan fraud violation servicing agreement see attached consent order apparently going continue commit fraud regardless much fined sl already fined issue yet keep violating federal state law obviously think legal ramification action something going done attached document complaint seems way get sl accept process document need short sale also attached authorization seems new excuse sl us order address complaint made expect file moved forward appropriately immediately,mortgages_and_loans,"We acknowledge the customer's concerns regarding a mortgage loan and the multiple attempts to submit a duplicate complaint. The support team will review the submitted documents, including the consent order and authorization for short sale, to understand the nature of the issue and how it affects the servicing agreement. We will also investigate the claims of potential loan fraud and violation of federal and state laws. Our internal review will focus on identifying any patterns or inconsistencies that may have led to this situation and determine if further action is necessary to address the customer's concerns."
true identity theft victim identity theft information listed appears credit report relate transaction made result identity theft please block information reporting credit report confirmation account name account number date open account name account number date open account name account number date open account name account number date open date open mail account name account number date account name account number date open personal information exposed data breach started receiving information checked online found data breach looked credit report found inaccurate false fraudulent information belong contacted local police made report also told make report ftc jurisdiction ive listed many fraudulent account could thank help,credit_reporting,"We understand that you are a victim of identity theft and have had true information about your identity listed on your credit report, which appears to be related to a transaction resulting from the identity theft. You've reported that this has caused inaccuracies in your credit report, including false and fraudulent information. We will review the details you provided internally, including the accounts listed with incorrect information, dates of account opening, and personal data exposed due to a data breach. Our team will investigate these matters further to determine how this information was compromised and what steps can be taken to correct the inaccuracies on your credit report."
personal loan transferred northwood asset management group missing payment day due current global pandemic repeatedly called place work making threat garnishing wage suing monthly missed payment mind notified change idea called threatened stating would take court payment made sent authorization form approval remove fund account first every month sign give approval come withdrew checking account authorized called find reasoning behind threatened told would come send employer tax form garnish wage received every person using pandemic excuse rich asked zero respect understanding taking place felt could process payment without authorization proceeded threaten tax form sent employer actually hung saying nothing respectful time continue conversation,debt_collection,"I understand that you're concerned about the actions taken by Northwood Asset Management Group regarding a personal loan transferred from our institution. You've mentioned missing a payment day due to the current global pandemic and feeling threatened with wage garnishment, as well as being told they would take court action. I'm going to review this matter internally to see if any unauthorized steps were indeed taken in relation to your account. Our team will investigate whether Northwood Asset Management Group followed proper procedures for debt collection and verify that you did not authorize the withdrawal from your checking account or the sending of a tax form to your employer."
completely shut due covid pandemic situation began immediately contacted mortgage company hear back week filed complaint office company forced respond week forbearance granted late result today received new letter company threatening credit report damage foreclosure pay telling day late forbearance agreement fair legal contacted tell filing complaint trust prior attempt harm u must also mention company past month raised monthly payment per month per month rate adjustable period worried unlawfully taking advantage u adding fee cost part signed agreement mortgage p attached copy forbearance granted response cfpb action current notice default complaint mortgage info company shellpoint mortgage servicing mi ph email mortgage account,mortgages_and_loans,"I've reviewed the details of your complaint regarding Shellpoint Mortgage Servicing. You mentioned that due to the COVID-19 pandemic, you began experiencing difficulties with your mortgage payments and immediately contacted the company for assistance. Unfortunately, it took a week to hear back from them, and after filing a complaint, you were granted forbearance, but received a new letter threatening credit report damage and foreclosure if payments aren't made on time. You're concerned that this is unfair, given the circumstances of the pandemic and the forbearance agreement you signed. Our team will review your case internally to determine whether the company's actions are in compliance with current regulations and policies regarding mortgage servicing and forbearance agreements."
first contacted loan officer iconic mortgage incxxxx expressed current interest rate eligibility refinance va program told would get back decision week went time kept messaging contacting rate available eventually spoke phone let know interested applying refinance provided social security number wife credit check done report went explain would notary sent house complete application process along title paperwork next day next day received call number stating notary meet however later day received call woman said title company expressed didnt paperwork ready notary want reschedule next day agreed however since day heard anyone sent text message phone call voicemail without response odd problem contacting previously,mortgages_and_loans,"We apologize for the difficulties you've experienced with Iconic Mortgage Inc. regarding your VA loan refinance application. It's concerning that you were initially told about an interest rate and eligibility, but then faced delays in receiving a decision. You also mentioned issues with communication, including not getting responses to phone calls or text messages. We'll review the interactions between you and Iconic Mortgage Inc. internally, specifically looking into the handling of your application and the communication breakdowns. Our investigation will focus on how their team managed your case, including the processing of your loan documents and the coordination with a notary for title paperwork."
receiving phone call abc financial regarding old membership request update financial information well make payment financial information never changed original credit card file however believe getting payment membership cancelled back gym closed submitted required form communication abc financial cancellation request never received response charged annual fee disputed due cancellation request submission xxxxabc financial resolved matter reversed fee dispute submitted annual fee reversed credited back last payment membership owe anything membership followed abc financial sending proof cancellation request credit card statement showing reversal annual fee well request refrain contacting regarding matter already resolved abc continues call request payment threat send collection membership fee owe,debt_collection,"We understand that you're receiving phone calls from ABC Financial regarding an old membership account, specifically about updating your financial information to make a payment. However, you've stated that your original credit card file never changed and you believe the payment was made in error due to the gym's closure. You submitted a cancellation request to ABC Financial but claim not to have received a response, resulting in being charged an annual fee despite the cancellation request. Our team will review this matter internally, investigating why the cancellation request was not acknowledged or processed correctly by ABC Financial and why you were still charged the annual fee. We'll also look into the reversal of the fee and the subsequent credit back to your account."
struggling make mortgage payment standard mortgage loan servicer since purchasing home problem originated due outbreak compounded several contributing factor employed industry personal xxxxl issue repeatedly contacted standard mortgage inquiring whether covid relief program granting home owner forbearance monthly loan payment every company representative spoken reiterated standard mortgage participate activity offered split payment one week two one billing cycle end month refuse accept partial payment falling behind monthly bill loan standard mortgage mean backed federal government hud researching agency website clear standard mortgage required offer covid relief program granting home owner forbearance monthly payment first time standard mortgage refused comply hud guideline desperate need assistance,mortgages_and_loans,"We understand that you're experiencing difficulties making your mortgage payments due to the ongoing COVID-19 pandemic and related factors. Our review indicates that you've been inquiring about a potential forbearance program with Standard Mortgage, which is servicing your loan. According to your account, representatives from Standard Mortgage have informed you that they participate in such programs but refuse to accept partial payments or split payments across multiple billing cycles. You've also mentioned researching the HUD website and finding information that suggests Standard Mortgage should be offering a forbearance program as per federal guidelines. We will review this matter internally to determine why the standard mortgage relief program was not offered to you on your first inquiry, as per HUD guidelines."
requested chase set cash advance limit zero account ending informed possible minimum replied asking second confirmation account ending show cash advance limit informed minimum change currently asked confirmation set cash advance limit account confirmed clearly advised apply account leave account untouched already received confirmation stating following happy assist decreasing cash line account ending cash line account ending however present reduce minimum account ending new cash line use immediately upon checking noticed processed stated instead cash limit put account previously leaving account original cash limit replied notifying chase mistake requesting fixed fixed cash limit account account remains request change account chase made mistake handling professionally,credit_card,"I've reviewed your complaint regarding the cash advance limit on your Chase credit card. You initially requested to set the cash advance limit to zero for your account ending, but were informed that there is a minimum requirement. You then asked for confirmation of this policy and were told that it was possible to decrease the cash line, but upon checking, noticed that instead of reducing the limit, the amount had been increased. I will escalate this matter internally to investigate how this discrepancy occurred and ensure that your account's cash advance limit is corrected accordingly."
made full payment macys credit service total amount fully close account macys never processed payment made various multiple call macys customer service multiple attempt resolve issue following week payment issued macys failed provide customer support due closed phone support macys issuing interest account adding late fee transferred bill debt collector macys reopened around called macys access account anymore due sent collection service contacted collection service slow consumer support saying get back dispute macys day macys keep adding interest late fee point added original bill far moment make full payment directcly citi bank finance service directly end interest fee charge pursue matter issue get resolved,debt_collection,"We have received your complaint regarding the handling of a debt collection account by Macy's Credit Service. You claim to have made a full payment, but it was not processed, resulting in further charges and fees being added to the original bill. Despite multiple attempts to resolve the issue with Macy's customer service, you experienced difficulty getting support due to closed phone lines and slow response times from their collection service. We will review this matter internally to understand how the payment was not credited to your account and why additional interest and late fees were applied. Our team will investigate further to determine the cause of these issues and ensure that any necessary corrections are made to resolve this situation for you."
received closing detail refinance provided ach detail received amount pay close original loan received information closing date closed closing doc listed amount cash close required pay confirmed fund account closing disclosure doc listed cash close disbursement fund date confirmed settlement agent fund would paid original loan go past day confirmed called mortgage company informed issue ach cash close amount incorrect fund never disbursed day late posted credit well wife asked thy said recorded line backlog document never contacted said needed pay money wire fund close mortgage amount pay exact amount must paid difference neglect inability communicate caused negative impact wife wife even new mortgage,mortgages_and_loans,"We understand that you're concerned about the closing details for your refinance, specifically regarding the ACH detail and the cash close amount. You've mentioned that the original loan received an incorrect fund disbursement, which resulted in a delay of one day past the expected settlement date. We'll review this internally to investigate why the mortgage company's information was not accurately reflected on the closing disclosure document. Our team will examine the communication between the parties involved and determine if there were any issues with the wire transfer or payment process that may have contributed to the discrepancy in the cash close amount."
nj transferred servicing loan loancare va sent notice become servicer loan letter said set needed take action loan would continue paid way payment made access online system coupon material send check contacted customer service keep getting new date loan active initially loan accruing interest based amount principle owed normally make substantial payment additional principle top amount paid normal mortgage payment nervous payment made additional interest accruing based outstanding balance loan pay either normal mortgage payment additional principle payment new servicer also charge additional fee online payment made online previous servicer fee structure escalates throughout month month month incur additional charge make payment additional principle delay,mortgages_and_loans,"We understand that you've been experiencing issues with your loan servicing, specifically with LoanCare, which recently took over from another servicer in Virginia. You mentioned receiving a notice stating that the loan would continue to be paid through the online system, but you're concerned about the new fee structure and additional charges accumulating throughout the month. We'll review this matter internally to investigate why you're being charged extra fees despite making timely payments. Our team will examine the payment history and communication from LoanCare to ensure everything is accurate and compliant with your loan agreement."
disputing three credit bureau report inaccurate information remains dispute fcra requires furnishers report accurate complete information cras specifically furnishers prohibited reporting information relating consumer known bee inaccurate furnisher reasonable cause believe inaccurate experian knowingly furnishing reporting inaccurate information consumer credit file repeatedly disputed inaccurate information also filed previous consumer financial protection bureau claim inaccurate account still reporting inaccurately credit report hereby ask consumer financial protection bureau account removed credit report per stopping getting insurance affecting credit score life dramatically negative way also affecting mentally physically three credit bureau continue report account showing charged late payment charge open account recourse contact attorney general file legal action,credit_reporting,"We acknowledge your dispute regarding the inaccurate information reported by Experian, which has resulted in a significant impact on your credit score. You have previously filed a claim with the Consumer Financial Protection Bureau (CFPB) and are requesting that they remove this account from your credit report due to repeated disputes of inaccuracies. We will review our internal records to determine if we have any information related to this dispute, including any communications with Experian regarding the accuracy of the reported information. Our team will investigate further and provide an update on the status of your dispute as soon as possible."
applied mortgage modified sent documentation tax return bank statement p l deed lease still answer modification month later feel act president approved give u ability modify loan make affordable select portfolio servicing affording right every single document need keep requesting updated document another month passed prior getting around looking doc send never ending hamster wheel feel getting run around interest helping call ask question month month ask continually speak underwriter ensure understand needing clarification constantly denied every time feel time frame request handled ensure timely processing month later closer modification started care long asked escalated someone roll sleeve help put end misery offer type assistance,mortgages_and_loans,"We apologize for the frustration caused by the prolonged process of modifying your mortgage loan. It appears that you've been waiting for over a month to receive an answer regarding the modification, despite submitting all required documentation, including tax returns and bank statements, as well as a P&L deed and lease agreement. Our support team will review this case internally to determine why there has been a delay in processing your request. We will investigate whether any additional information is needed from you or if there are issues with the underwriting process that have caused the hold-up."
jpmcb card account account type revolving revolving revolving account type detail flexible spending credit card credit card bureau code individual individual individual account status derogatory derogatory derogatory monthly payment date opened balance month term high credit credit limit past due payment status last reported comment charged bad debt canceled credit grantor account closed due inactivity unpaid balance reported loss credit grantor charged account account closed credit grantor date last active date last payment late payment status day late time day late time day late time day late time day late time day late time day late time day late time day late time day late time,credit_reporting,"We've received your complaint regarding the derogatory status of your JPMCB credit card account. The account type is specified as revolving, with a flexible spending credit limit and multiple derogatory status flags. We'll review the credit bureau codes and individual account details to understand why this status has been reported. Our team will also investigate the monthly payment dates, balance, term, high credit, past due payments, and last reported comments related to charged bad debt, canceled credit, and grantor activity on your account. This internal review aims to provide clarity on the current status of your account and any necessary actions to resolve the issue."
may concern reason dispute revco solution required notify later day furnishing negative information credit bureau report writing section subsection however record unable locate documentation complied requirement violation fcra fdcpa also revco solution failed give five day prior placing derogatory item credit report per section fdcpa validation date revco solution failed send initial communication placing alleged item credit report violating fcra per violation held liable well defamation state ohio indebtedness creditor individual debtor codebtors fdcpa fail see revco solution compliance ohio law also report account ftc police need collection account removed credit report revco solution even tried contact regarding fraudulent collection account please remove collection account immediately,debt_collection,"We understand that you have concerns about a debt collection issue involving Revco Solution, specifically regarding the furnishing of negative information to a credit bureau. You've mentioned that Revco Solution failed to provide five days' prior notice before placing a derogatory item on your credit report, as required by the Fair Debt Collection Practices Act (FCPA). Additionally, you claim that Revco Solution did not send an initial communication regarding the alleged debt and has also failed to comply with Ohio law. Our support team will review this matter internally, investigating the allegations of non-compliance with both the FCPA and state regulations in Ohio. We will examine the documentation related to this case to determine if any FCRA or FDCPA violations occurred."
alerted credit monitoring system credit score decreased significantly missed payment immediately looked report saw navient student loan servicer reported account day past due income repayment plan payment zero month called navient stated failed renew income repayment plan never received anything stating renewal navient stated emailed preferred method contact told updated mailing address file email address longer able receive email told ask forbearance account would continue report negative credit bureau renewed income based repayment plan disputed day late student loan three credit bureau however time navient report back stated balance increased example one loan another etc payment rating still showing late capitalized interest loan graduated interest charge,mortgages_and_loans,"We've taken note of your concerns regarding the sudden decrease in your credit score, which you attribute to a missed payment reported by Navient, the servicer for your student loan. You mentioned that you had an income repayment plan in place, but it appears that it was not renewed and you were not informed about any issues with the plan. Our team will review this matter internally to understand why the payment was marked as late and how it affected your credit score. We'll also investigate why Navient reported a day past due status despite your claims of having made payments according to your income repayment plan."
called school schedule son package hour driving withdrew account driving school suppose pick son hour waiting minute called school multiple time find going one answered texted driver suppose pick son never responded sent text message driver stating since one want return call pick phone next call called bank usaa dispute charge obviously money bother calling driver text phone tell owner school decided shut school due governor governor matter shut anything yet school keep money service rendered use excuse embezzle money people usaa help dispute said cover anything since government law told dispute related nothing shut excuse keeping money providing service want dollar back held accountable dirty action,retail_banking,"We understand that you're disputing a charge on your account with USAA, and it appears to be related to a driving school package. You've mentioned multiple attempts to contact the driver, including phone calls, texts, and a message stating that you want to return the call, but received no response. The driving school has also been shut down due to government orders, which is why you're unable to get in touch with them. Our support team will review this matter internally to see if we can assist with disputing the charge and potentially retrieving any money that may have been held back. We'll investigate further to understand the circumstances surrounding this issue."
initiated mortgage loan application well fargo refinance existing mortgage requested cash pay existing loan loan well fargo amount requested initially received commitment letter approving loan request external appraisal ordered issued indicating house value closing date scheduled late rescheduled first week received phone call bank informing bank would close loan policy change put place loan application pipeline change became effective policy change suspended interior inspection appraisal loan could close policy change suspended cash refinance loan loan could close action applied retroactively application accepted despite policy change received commitment letter dated formal declined letter issued well fargo failed keep informed policy change made false representation course loan approval process,mortgages_and_loans,"We're reviewing your complaint regarding the mortgage loan application you initiated with Wells Fargo to refinance your existing mortgage. You had requested a cash payout of your existing loan and initially received a commitment letter approving your loan request, but an external appraisal was ordered which indicated a lower house value than expected. The closing date was rescheduled due to a policy change that suspended the interior inspection and appraisal requirements for cash refinance loans like yours. This policy change was applied retroactively, despite your application having been accepted prior to its implementation. You received a formal declined letter from Wells Fargo, citing this policy change as the reason for declining your loan approval. We're investigating the circumstances surrounding this decision and will review whether any false representation occurred in the loan approval process."
charge made credit card reoccurring shipment cancelled received vendor amended billing failed completely correct charge made account ultimately paid charge dispute close account perfect credit year would affected account subsequently closed however despite reporting multiple time experian delinquency still showing credit report affecting auto insurance rate agent given code reported accts bad debt last mo derog pub rec collection year never paid anything late paid back hundred thousand dollar credit note one occurrence reflecting poorly entire credit history outrageous reported multiple time experian nothing take report libelous considering seeking legal counsel failure credit agency representing accurate account credit history affected credit score also affecting pursuit auto insurance,credit_reporting,"I've reviewed your complaint regarding the charge made to your credit card for a reoccurring shipment that was cancelled. You reported that the vendor amended the billing, but the charge still failed and was ultimately paid by your account. Despite disputing this charge multiple times with Experian, it's still showing as a delinquency on your credit report, affecting your auto insurance rate. I've noted that you received a $100,000 dollar credit note for one occurrence, which is reflecting poorly on your entire credit history. Our team will review the details of your case and investigate why this charge is still being reported to Experian despite your efforts to dispute it."
attended university staff encouraged get student loan told make consistent payment year prove could make payment employment could get removed loan talking sallie mae customer service year back informed information last couple year made multiple attempt get removed loan yet consistently get denied made minimum consecutive year paying principal interest loan well always pay advance reviewing account online loan account date consistently date since month applied yet submitted proof income sending income tax return employed current employer year income submitted proof degree navient multiple time yet denied please know began making payment total balance today balance reduction someone take seriously payment history navient prof addition paid interest alone,mortgages_and_loans,"I understand that you've been trying to get your student loan removed by Sallie Mae and Navient due to employment changes, but despite making consistent payments for a year, both companies have denied your requests. You've also submitted proof of income, including tax returns from your current employer, as well as documentation of your degree. Our team will review the internal correspondence between you and these lenders to understand why your requests were denied. We'll investigate this further and look into possible explanations for the inconsistencies in their decisions regarding your loan."
took loan servicing parent loan daughter problem loan document state start date start paying interest somehow say another loan document sign ever see called showing start believe found started getting email negative mark credit report showing day past due past due interest payment start never received bill mail anything ever due also never received voicemail late payment called told signed electronic statement lady spoke know signed electronic statement could even create online account could time found late interest payment create online account somehow last name maiden name instead married name sent letter received response back correct credit feel charged interest payment due time stated day loan interest charge start,credit_reporting,"We're reviewing your complaint regarding a discrepancy in the credit reporting for a parent loan taken out on behalf of your daughter. You've mentioned receiving an email showing a negative mark on your credit report, indicating past-due payments and late interest charges, despite never having received any bills or mail notifications about these issues. Additionally, you claim to have spoken with someone who confirmed that you had signed an electronic statement, but it appears this may not be reflected in the loan documents. Our team will investigate this matter internally to determine how these discrepancies occurred and ensure that your credit report is corrected accordingly."
experian erased credit history legally changed name submitted official copy name change social security even birth certificate old new driver license credit bureau experian refuse consider legal proof provided yet time inquiry come denied apartment keeping eviction part private file discrimination know could easily corrected could least place decent live apartment complex go experian need submit writing ignore request accepted legal court document legal proof past present thanks assistance resolving discriminatory act paid rental application fee decrease credit score denied apartment purchase car must stop spoken experian time including supervisor one seems care know handle unfair act discrimination based name change hard time made end work job create unfair,credit_reporting,"We understand that you're experiencing difficulties with Experian, a credit reporting agency, due to their refusal to update your credit history after you submitted official documentation for a legal name change. This includes a copy of the name change, social security number, and birth certificate. You've also provided proof of your new driver's license and have been denied an apartment due to Experian's report showing your old credit history. We'll review this matter internally to investigate why Experian is not considering the legal proof you've submitted."
credit report wrong information reporting account closed longer report also experian account reporting report incorrect violating fair credit reporting act unauthorized inquiry reporting report fraudulent account opened account closed also balance information completed properly account need removed immediately balance correct information information completed credit information listed violation fair credit report ohio fraudulent account never opened account inquiry inquiry authorized never applied credit inquiry authorized never applied credit inquiry authorized never applied credit inquiry authorized never applied credit experian account closed fraudulent account never opened need removed approve inquiry report need updated address need updated current address ohio old name need updated statement fraudulent alert security alert need removed immediately,credit_reporting,"We apologize for the inaccuracies in your Experian credit report, which appears to be listing a closed account as open and reporting an unauthorized credit inquiry. Additionally, it seems there may be incorrect balance information listed. We understand that this is causing you concern and potentially violating the Fair Credit Reporting Act. Our team will thoroughly review and investigate these discrepancies internally to ensure the accuracy of your credit report."
used citi credit card purchase round trip ticket along upgrade inflight meal cancelled flight due covid pandemic tried reaching terrible customer service system couldnt get help refund according u federal air regulation flight canceled airline required law refund money credit refund refused refund money filed multiple claim terrible chat system never able speak live human even extreme lack communication never contacted turned citi card help refund first filed dispute gave temporary refund later decided favor saying would give credit travel later date daughter flute performance desire credit longer fund due covid job loss time travel use credit offered would like payment refunded full cancel flight cancelled flight departure return,credit_card,"We understand that you used your Citi Credit Card to purchase a round-trip ticket with an upgrade and inflight meal, but the flight was subsequently canceled due to the COVID-19 pandemic. You attempted to contact our customer service system, but were unable to reach a live representative or receive adequate assistance. As per federal air regulation, airlines are required to provide refunds for canceled flights, and you have filed multiple claims with us seeking a refund of your credit card charges. Our team will review this matter internally to determine the best course of action and ensure that you receive the compensation you are entitled to under these circumstances."
